DATAFLOW,LAST UPDATE,freq,indic_de,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,HR,2018,30.4,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,HR,2019,30.5,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,HU,2008,28.9,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,HU,2009,29.1,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,HU,2010,29.3,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,HU,2011,29.4,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,HU,2012,29.4,b
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,HU,2013,29.5,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,HU,2014,29.5,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,HU,2015,29.6,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,HU,2016,29.6,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,HU,2017,29.8,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,HU,2018,29.8,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,HU,2019,29.9,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,IE,2008,31.3,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,IE,2009,31.4,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,IE,2010,31.4,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,IE,2011,31.5,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,IE,2012,31.5,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,IE,2013,31.7,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,IE,2014,31.8,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,IE,2015,31.9,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,IE,2016,32.1,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,IE,2017,32.1,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,IE,2018,32.2,e
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,IE,2019,32.4,e
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,IS,2008,29.8,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,IS,2009,29.9,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,IS,2010,30,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,IS,2011,30.1,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,IS,2012,30.1,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,IS,2013,30.4,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,IS,2014,30.2,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,IS,2015,30.3,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,IS,2016,30.6,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,IS,2017,30.6,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,IS,2018,30.6,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,IS,2019,30.9,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,IT,2008,31.1,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,IT,2009,31.2,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,IT,2010,31.3,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,IT,2011,31.4,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,IT,2012,31.4,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,IT,2013,31.5,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,IT,2014,31.5,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,IT,2015,31.7,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,IT,2016,31.8,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,IT,2017,31.9,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,IT,2018,32,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,IT,2019,32.1,b
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,LI,2008,31.5,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,LI,2009,31.3,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,LI,2010,31.3,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,LI,2011,31.5,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,LI,2012,32.4,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,LI,2013,31.7,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,LI,2014,32.2,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,LI,2015,31.6,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,LI,2016,32.3,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,LI,2017,31.6,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,LI,2018,32.3,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,LI,2019,32.4,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,LT,2008,28.1,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,LT,2009,28.5,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,LT,2010,28.9,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,LT,2011,28.9,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,LT,2012,29,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,LT,2013,29.2,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,LT,2014,29.4,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,LT,2015,29.5,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,LT,2016,29.7,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,LT,2017,29.8,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,LT,2018,30.1,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,LT,2019,30.2,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,LU,2008,30.5,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,LU,2009,30.7,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,LU,2010,30.8,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,LU,2011,30.8,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,LU,2012,31,b
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,LU,2013,31.3,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,LU,2014,31.4,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,LU,2015,31.5,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,LU,2016,31.7,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,LU,2017,31.9,b
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,LU,2018,32.1,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,LU,2019,32.3,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,LV,2008,28.1,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,LV,2009,28.4,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,LV,2010,28.6,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,LV,2011,28.7,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,LV,2012,28.8,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,LV,2013,29,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,LV,2014,29.2,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,LV,2015,29.4,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,LV,2016,29.6,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,LV,2017,29.7,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,LV,2018,29.9,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,LV,2019,30,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,MD,2008,26.6,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,MD,2009,26.7,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,MD,2010,26.7,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,MD,2011,26.8,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,MD,2012,26.9,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,ME,2008,28.3,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,ME,2009,28.3,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,ME,2010,28.5,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,ME,2011,28.7,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,ME,2012,28.9,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,ME,2013,29.1,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,ME,2014,29.3,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,ME,2015,29.4,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,ME,2016,29.6,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,ME,2017,29.8,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,ME,2018,29.8,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,ME,2019,29.9,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,MK,2008,27.6,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,MK,2009,27.8,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,MK,2010,27.9,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,MK,2011,28,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,MK,2012,28.1,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,MK,2013,28.3,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,MK,2014,28.4,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,MK,2015,28.6,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,MK,2016,28.7,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,MK,2017,28.6,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,MK,2018,28.7,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,MK,2019,28.8,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,MT,2008,29.2,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,MT,2009,29.2,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,MT,2010,29.4,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,MT,2011,29.8,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,MT,2012,29.8,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,MT,2013,30,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,MT,2014,30.1,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,MT,2015,30.3,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,MT,2016,30.6,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,MT,2017,30.5,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,MT,2018,30.8,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,MT,2019,30.7,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,NL,2008,30.7,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,NL,2009,30.7,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,NL,2010,30.8,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,NL,2011,30.9,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,NL,2012,30.9,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,NL,2013,31,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,NL,2014,31.1,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,NL,2015,31.2,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,NL,2016,31.3,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,NL,2017,31.4,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,NL,2018,31.5,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,NL,2019,31.6,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,NO,2008,29.9,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,NO,2009,30,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,NO,2010,30.1,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,NO,2011,30.3,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,NO,2012,30.3,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,NO,2013,30.5,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,NO,2014,30.6,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,NO,2015,30.7,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,NO,2016,30.8,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,NO,2017,31,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,NO,2018,31.1,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,NO,2019,31.3,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,PL,2008,28.5,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,PL,2009,28.6,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,PL,2010,28.8,b
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,PL,2011,28.9,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,PL,2012,28.9,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,PL,2013,29,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,PL,2014,29.1,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,PL,2015,29.2,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,PL,2016,29.4,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,PL,2017,29.5,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,PL,2018,29.6,e
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,PL,2019,29.7,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,PT,2008,29.6,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,PT,2009,29.7,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,PT,2010,29.8,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,PT,2011,30.1,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,PT,2012,30.2,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,PT,2013,30.4,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,PT,2014,30.7,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,PT,2015,30.9,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,PT,2016,31.1,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,PT,2017,31.2,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,PT,2018,31.4,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,PT,2019,31.4,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,RO,2008,26.7,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,RO,2009,26.8,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,RO,2010,27,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,RO,2011,27.1,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,RO,2012,27.2,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,RO,2013,27.4,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,RO,2014,27.5,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,RO,2015,27.6,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,RO,2016,27.7,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,RO,2017,27.9,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,RO,2018,28,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,RO,2019,28.1,e
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,RS,2008,27.8,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,RS,2009,28,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,RS,2010,28.2,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,RS,2011,28.4,b
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,RS,2012,28.5,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,RS,2013,28.7,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,RS,2014,28.8,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,RS,2015,29,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,RS,2016,29.1,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,RS,2017,29.2,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,RS,2018,29.4,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,RS,2019,29.5,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,RU,2008,27.2,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,RU,2009,27.4,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,RU,2010,27.7,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,SE,2008,30.6,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,SE,2009,30.7,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,SE,2010,30.7,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,SE,2011,30.8,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,SE,2012,30.9,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,SE,2013,30.9,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,SE,2014,31,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,SE,2015,31,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,SE,2016,31.1,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,SE,2017,31.1,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,SE,2018,31.1,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,SE,2019,31.3,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,SI,2008,29.9,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,SI,2009,30,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,SI,2010,30.1,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,SI,2011,30.1,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,SI,2012,30.1,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,SI,2013,30.1,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,SI,2014,30.2,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,SI,2015,30.2,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,SI,2016,30.3,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,SI,2017,30.3,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,SI,2018,30.4,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,SI,2019,30.5,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,SK,2008,28.3,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,SK,2009,28.5,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,SK,2010,28.6,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,SK,2011,28.9,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,SK,2012,28.7,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,SK,2013,28.8,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,SK,2014,28.8,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,SK,2015,28.8,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,SK,2016,28.8,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,SK,2017,28.8,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,SK,2018,28.8,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,SK,2019,28.8,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,SM,2012,32.6,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,TR,2008,27.7,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,TR,2009,27.7,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,TR,2010,27.9,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,TR,2011,27.9,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,TR,2012,28.1,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,TR,2013,28.3,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,TR,2014,28.4,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,TR,2015,28.6,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,TR,2016,28.6,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,TR,2017,28.7,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,TR,2018,28.9,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,TR,2019,29,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,UA,2008,26.5,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,UA,2010,27,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,UA,2011,27.2,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,UA,2012,27.2,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,UA,2014,27.4,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,UA,2015,27.2,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,UA,2016,27.4,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,UA,2017,27.6,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,UA,2018,27.7,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,UA,2019,27.9,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,UK,2008,29.3,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,UK,2009,29.4,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,UK,2010,29.5,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,UK,2011,29.7,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,UK,2012,29.8,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,UK,2013,30,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,UK,2014,30.2,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,UK,2015,30.3,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,UK,2016,30.4,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,UK,2017,30.5,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,UK,2018,30.6,
ESTAT:TPS00017(1.0),28/06/21 23:00:00,A,AGEMOTH,XK,2016,29.4,
